date,max_temperature_c,min_temperature_c,avg_temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,pm25_air_pollution,uv_index,heat_index,elderly_population_pct,population_density,poverty_index,heatwave,consecutive_heat_days,mortality_count,mortality_risk_level
2023-02-24,39.63,30.16,34.87,54.81,11.41,2.81,37.5,9.07,45.11,18.41,5200.36,0.75,1,27,35,High
2023-02-25,42.96,32.12,34.93,75.05,15.35,9.0,32.11,10.06,50.46,13.04,7112.11,0.15,1,28,37,High
2023-02-26,41.25,30.35,34.99,76.27,9.26,20.05,38.84,7.26,48.88,19.86,2968.28,0.6,1,29,42,High
2023-02-27,38.0,29.12,35.04,57.6,2.86,1.39,29.32,6.98,43.76,12.59,3552.15,0.61,1,30,38,High
2023-02-28,43.81,34.42,35.1,54.97,12.01,1.06,21.56,6.5,49.3,17.83,7297.06,0.8,1,31,35,High
2023-03-01,42.59,30.4,35.15,62.54,12.96,5.86,35.59,7.75,48.85,8.63,6176.5,0.64,1,32,41,High
2023-03-02,41.37,34.94,35.2,63.38,5.24,19.74,24.74,7.16,47.71,13.4,7860.58,0.37,1,33,40,High
2023-03-03,39.8,32.7,35.26,77.53,10.53,2.98,26.77,10.42,47.56,12.81,6310.73,0.49,1,34,42,High
2023-03-04,38.39,28.86,35.3,63.85,11.35,4.76,24.66,7.05,44.77,19.43,3863.87,0.36,1,35,39,High
2023-03-05,39.61,32.22,35.35,61.44,9.78,4.57,5.0,6.39,45.75,21.54,4483.01,0.24,1,36,37,High
2023-03-06,42.58,33.16,35.4,63.88,7.63,1.32,37.84,11.89,48.96,14.45,7253.87,0.27,1,37,44,High
2023-03-07,44.21,31.74,35.44,81.19,13.05,2.56,28.93,7.1,52.33,19.55,4637.35,0.26,1,38,45,High
2023-03-08,43.57,28.38,35.48,70.13,8.79,5.37,27.64,8.31,50.58,17.8,2415.48,0.48,1,39,47,High
2023-03-09,39.55,34.27,35.53,68.21,5.54,3.5,24.51,8.9,46.37,21.54,3767.15,0.73,1,40,43,High
2023-03-10,38.33,33.14,35.57,68.9,3.85,0.06,26.31,5.73,45.22,19.36,4372.37,0.74,1,41,42,High
2023-03-11,40.88,29.36,35.6,82.92,13.78,1.23,20.22,10.47,49.18,9.08,1225.4,0.14,1,42,39,High
2023-03-12,37.1,28.85,35.64,62.51,11.85,0.47,29.93,9.27,43.35,17.99,6078.22,0.16,1,43,40,High
2023-03-13,41.32,31.83,35.67,83.16,10.26,0.8,14.54,11.12,49.64,15.5,1320.15,0.27,1,44,40,High
2023-03-14,40.41,33.56,35.71,72.1,8.68,7.08,26.49,6.64,47.62,8.23,3536.88,0.28,1,45,42,High
2023-03-15,39.81,28.59,35.74,68.4,8.41,0.11,29.49,8.2,46.64,11.52,6534.67,0.17,1,46,45,High
2023-03-16,37.58,29.38,35.77,95.01,6.77,0.74,23.41,8.08,47.08,20.9,4006.78,0.37,1,47,45,High
2023-03-17,41.82,30.78,35.79,59.44,8.71,1.11,27.97,8.53,47.77,20.96,6815.12,0.51,1,48,47,High
2023-03-18,39.75,33.04,35.82,66.46,3.64,2.88,17.07,5.09,46.4,19.18,3064.11,0.5,1,49,44,High
2023-03-19,38.5,31.92,35.84,57.68,7.79,2.29,17.27,8.22,44.27,21.74,7682.27,0.48,1,50,42,High
2023-03-20,35.12,32.11,35.87,79.52,9.07,0.74,26.89,5.15,43.08,19.29,2071.01,0.34,1,51,45,High
2023-03-21,40.83,31.39,35.89,86.89,11.83,0.54,30.43,8.72,49.52,8.14,786.98,0.59,1,52,48,High
2023-03-22,44.45,29.73,35.91,86.7,9.88,0.81,10.0,3.74,53.12,12.03,7043.2,0.68,1,53,47,High
2023-03-23,44.25,30.6,35.92,82.24,12.38,2.09,29.18,4.3,52.47,8.43,6141.52,0.34,1,54,49,High
2023-03-24,40.03,33.56,35.94,68.02,14.05,0.95,20.65,9.64,46.83,9.32,2239.88,0.16,1,55,44,High
2023-03-25,39.75,29.89,35.95,66.35,13.17,8.85,23.46,6.91,46.38,11.06,7885.56,0.31,1,56,45,High
2023-03-26,41.9,31.5,35.97,53.29,11.41,1.87,14.28,6.02,47.23,15.05,4267.1,0.2,1,57,50,High
2023-03-27,38.98,30.94,35.98,90.36,10.04,0.18,18.19,10.54,48.01,19.87,7632.99,0.43,1,58,52,High
2023-03-28,41.59,29.78,35.98,74.69,7.06,3.92,32.73,8.66,49.06,20.07,4287.72,0.21,1,59,48,High
2023-03-29,42.52,33.66,35.99,65.08,12.22,1.2,25.26,9.74,49.03,16.63,4039.06,0.42,1,60,45,High
2023-03-30,43.45,32.05,36.0,83.28,15.04,3.18,21.94,7.67,51.78,20.99,3868.54,0.25,1,61,53,High
2023-03-31,40.8,32.8,36.0,60.27,11.03,0.98,24.07,13.36,46.83,15.0,3011.56,0.62,1,62,51,High
2023-04-01,40.59,34.35,36.0,74.07,15.75,2.54,28.91,6.79,48.0,20.45,4502.76,0.12,1,63,51,High
2023-04-02,39.24,31.48,36.0,68.27,5.42,4.44,28.52,11.49,46.07,14.36,3894.16,0.49,1,64,52,High
2023-04-03,39.34,28.23,36.0,76.39,6.54,7.89,24.4,7.88,46.98,11.88,775.6,0.22,1,65,51,High
2023-04-04,40.54,34.75,35.99,69.36,12.57,0.91,33.74,4.69,47.48,20.83,2453.26,0.1,1,66,53,High
2023-04-05,41.72,32.04,35.99,55.49,10.79,1.22,32.76,8.97,47.27,13.43,2098.42,0.71,1,67,53,High
2023-04-06,42.81,31.02,35.98,70.76,13.94,1.87,28.31,8.63,49.88,15.05,7005.77,0.57,1,68,53,High
2023-04-07,39.36,31.79,35.97,80.49,9.95,7.86,25.44,5.9,47.41,12.6,4991.52,0.17,1,69,52,High
2023-04-08,43.94,32.13,35.96,69.71,7.4,6.95,30.26,6.16,50.92,17.28,6227.62,0.56,1,70,57,High
2023-04-09,40.4,33.9,35.95,77.75,9.36,0.28,27.51,7.95,48.18,21.93,7676.2,0.53,1,71,55,High
2023-04-10,40.89,31.58,35.93,59.54,5.4,0.42,33.49,8.7,46.84,8.36,5330.29,0.43,1,72,57,High
2023-04-11,39.42,33.05,35.92,69.74,6.61,2.05,32.2,3.06,46.4,20.6,7869.57,0.39,1,73,57,High
2023-04-12,36.05,35.18,35.9,63.75,12.92,0.34,16.85,10.11,42.42,8.05,2838.23,0.72,1,74,51,High
2023-04-13,42.65,30.09,35.88,77.47,12.62,1.27,16.31,7.01,50.39,13.1,1897.0,0.27,1,75,55,High
2023-04-14,42.33,30.42,35.86,70.31,11.09,0.48,19.39,5.34,49.36,10.36,3524.82,0.38,1,76,57,High
2023-04-15,40.27,31.76,35.83,76.9,4.84,3.03,32.81,9.88,47.96,18.6,4031.0,0.33,1,77,57,High
2023-04-16,40.94,31.46,35.81,80.88,8.92,8.96,12.39,7.95,49.03,8.71,7215.21,0.64,1,78,55,High
2023-04-17,41.81,30.17,35.78,76.92,6.33,17.17,28.16,10.43,49.5,15.75,4699.55,0.74,1,79,56,High
2023-04-18,37.63,31.42,35.75,72.73,13.53,1.41,27.9,8.88,44.9,12.13,2691.36,0.69,1,80,58,High
2023-04-19,39.66,30.37,35.72,60.02,8.25,2.74,34.3,8.0,45.67,9.87,6069.76,0.66,1,81,57,High
2023-04-20,42.28,32.14,35.69,69.97,6.74,5.82,26.44,7.69,49.28,18.81,4293.74,0.79,1,82,63,High
2023-04-21,38.15,29.69,35.66,64.67,10.09,0.37,14.25,8.97,44.61,11.04,1715.99,0.59,1,83,60,High
2023-04-22,41.21,31.14,35.62,66.56,8.08,3.51,17.33,7.17,47.86,11.13,4826.15,0.63,1,84,59,High
2023-04-23,37.87,31.29,35.58,66.25,14.45,1.58,15.54,6.29,44.5,11.85,7335.46,0.79,1,85,56,High
2023-04-24,41.48,33.45,35.55,60.2,7.8,0.69,20.7,9.22,47.5,16.21,6819.67,0.1,1,86,57,High
2023-04-25,40.43,31.08,35.51,50.43,5.8,1.55,23.54,7.71,45.48,17.24,4901.07,0.54,1,87,60,High
2023-04-26,37.23,32.71,35.46,63.32,3.54,0.24,15.68,8.07,43.57,8.25,3328.12,0.62,1,88,57,High
2023-04-27,42.75,32.38,35.42,71.93,9.91,3.57,36.77,10.18,49.94,11.39,1152.34,0.74,1,89,64,High
2023-04-28,38.91,32.6,35.38,56.52,8.31,0.87,14.4,7.77,44.56,14.03,4022.37,0.72,1,90,61,High
2023-04-29,38.71,32.93,35.33,70.16,5.71,1.12,35.77,8.03,45.72,12.65,6140.6,0.69,1,91,60,High
2023-04-30,40.68,28.09,35.28,89.0,13.57,0.39,34.48,6.8,49.58,20.38,3202.05,0.76,1,92,64,High
2023-05-01,42.53,29.23,35.23,80.23,12.0,6.0,32.19,8.86,50.55,19.03,2265.85,0.48,1,93,65,High
2023-05-02,38.15,28.3,35.18,86.44,9.92,2.04,19.45,8.7,46.79,16.76,7485.35,0.1,1,94,64,High
2023-05-03,40.25,32.96,35.13,73.91,14.09,2.55,27.74,9.8,47.64,12.73,6661.67,0.11,1,95,64,High
2023-05-04,40.93,30.96,35.07,81.68,11.99,2.53,14.78,6.84,49.1,17.81,5287.07,0.48,1,96,62,High
2023-05-05,41.4,32.96,35.02,62.76,7.53,1.59,32.29,7.08,47.68,19.81,1525.88,0.4,1,97,67,High
2023-05-06,40.31,32.0,34.96,63.56,6.88,0.64,24.41,9.58,46.67,16.33,1586.82,0.42,1,98,61,High
2023-05-07,39.17,32.28,34.9,42.61,12.45,4.1,21.73,8.5,43.43,18.98,1274.15,0.38,1,99,60,High
2023-05-08,38.18,28.98,34.84,81.86,11.19,0.41,15.21,6.19,46.37,18.49,5122.23,0.74,1,100,64,High
2023-05-09,39.95,31.37,34.78,85.4,10.51,0.33,5.18,10.61,48.49,16.0,1366.72,0.35,1,101,63,High
2023-05-10,37.57,29.11,34.71,64.47,7.46,3.72,16.69,4.6,44.02,12.37,6819.7,0.7,1,102,65,High
2023-05-11,33.81,29.74,34.65,67.46,11.82,0.7,33.9,9.57,40.55,18.44,7947.24,0.73,0,0,23,High
2023-05-12,40.46,27.13,34.58,62.46,7.73,1.1,21.78,5.47,46.7,10.9,3247.61,0.45,1,1,27,High
2023-05-13,41.32,32.74,34.52,73.83,9.69,1.93,23.65,11.77,48.71,18.91,3902.52,0.41,1,2,26,High
2023-05-14,34.72,28.56,34.45,81.25,14.34,1.79,30.24,4.91,42.85,19.26,5837.5,0.63,0,0,23,High
2023-05-15,37.36,28.66,34.38,52.57,8.02,3.7,39.45,10.3,42.62,19.51,7528.65,0.6,1,1,27,High
2023-05-16,40.54,31.77,34.31,74.09,5.28,2.93,35.6,7.84,47.95,14.62,7205.7,0.33,1,2,27,High
2023-05-17,43.35,28.72,34.23,67.23,6.84,3.1,17.22,7.27,50.07,10.69,931.94,0.17,1,3,29,High
2023-05-18,39.2,29.66,34.16,71.13,12.98,3.76,9.46,8.37,46.31,9.4,1768.04,0.29,1,4,25,High
2023-05-19,37.63,30.43,34.08,74.59,10.76,1.04,43.88,9.26,45.09,18.41,6159.48,0.19,1,5,24,High
2023-05-20,38.64,31.24,34.01,68.12,9.61,1.17,43.15,6.19,45.45,20.41,5666.7,0.31,1,6,32,High
2023-05-21,41.68,31.01,33.93,68.96,8.47,1.73,26.51,6.37,48.58,17.11,1499.14,0.28,1,7,31,High
2023-05-22,37.56,26.78,33.85,67.86,11.46,1.1,14.84,9.3,44.35,10.02,4265.48,0.55,1,8,27,High
2023-05-23,37.17,29.77,33.77,79.7,7.45,12.59,32.71,4.59,45.14,21.09,6356.11,0.77,1,9,26,High
2023-05-24,37.73,28.52,33.69,74.19,10.92,5.05,24.14,6.83,45.14,21.85,2140.86,0.58,1,10,28,High
2023-05-25,36.7,30.8,33.61,72.21,7.81,0.54,24.1,14.0,43.92,14.07,7034.66,0.75,1,11,27,High
2023-05-26,38.77,30.7,33.53,57.29,7.31,0.02,32.16,6.06,44.5,16.33,897.29,0.65,1,12,27,High
2023-05-27,41.69,27.82,33.44,66.21,8.09,0.13,27.67,10.3,48.31,18.88,6366.46,0.61,1,13,35,High
2023-05-28,39.0,31.38,33.36,78.99,8.87,0.84,15.51,6.83,46.9,18.31,5118.64,0.39,1,14,30,High
2023-05-29,37.77,29.89,33.27,70.38,9.85,0.36,22.4,9.02,44.8,21.55,2864.0,0.33,1,15,30,High
2023-05-30,37.6,29.13,33.18,76.6,10.71,2.29,30.29,9.31,45.26,9.61,5906.99,0.69,1,16,32,High
2023-05-31,34.97,28.93,33.1,87.67,0.0,5.86,29.08,10.26,43.74,16.13,6367.74,0.73,0,0,24,High
2023-06-01,39.77,29.28,33.01,80.39,7.58,4.0,27.1,7.6,47.81,17.69,7504.24,0.42,1,1,20,High
2023-06-02,37.76,28.32,32.92,70.93,8.83,0.73,32.47,11.98,44.86,20.46,3258.31,0.11,1,2,25,High
2023-06-03,37.47,27.79,32.83,64.89,14.52,1.53,22.11,6.82,43.96,20.24,5645.13,0.65,1,3,22,High
2023-06-04,44.12,27.63,32.74,44.46,6.76,2.13,26.43,8.47,48.57,21.69,5019.62,0.3,1,4,28,High
2023-06-05,38.24,30.12,32.64,68.32,10.49,4.99,5.0,8.49,45.07,15.17,4439.05,0.11,1,5,23,High
2023-06-06,36.05,28.98,32.55,66.74,14.49,5.48,21.4,5.76,42.72,19.63,7178.12,0.66,1,6,26,High
2023-06-07,36.6,26.66,32.46,73.9,6.06,7.21,31.11,7.43,43.99,13.98,523.75,0.46,1,7,23,High
2023-06-08,39.66,27.02,32.36,68.46,11.18,2.14,21.88,8.32,46.5,13.91,2615.84,0.58,1,8,27,High
2023-06-09,37.49,30.33,32.27,66.8,7.59,3.56,21.27,7.14,44.17,11.55,4537.08,0.74,1,9,28,High
2023-06-10,34.29,27.64,32.17,52.21,8.49,0.36,16.67,12.88,39.51,19.46,1837.2,0.48,0,0,22,High
2023-06-11,38.91,31.04,32.07,60.6,7.59,2.5,33.03,6.32,44.97,21.8,7309.0,0.45,1,1,27,High
2023-06-12,35.64,27.91,31.98,74.77,7.8,0.86,29.39,10.36,43.12,11.59,5356.96,0.3,1,2,21,High
2023-06-13,40.63,25.03,31.88,87.16,18.17,1.7,31.6,9.71,49.34,8.79,4084.12,0.31,1,3,30,High
2023-06-14,38.94,29.2,31.78,69.02,12.53,3.02,11.19,7.97,45.84,19.42,6610.26,0.66,1,4,26,High
2023-06-15,35.79,28.93,31.68,73.28,13.31,0.89,23.72,6.27,43.11,16.68,3881.65,0.41,1,5,25,High
2023-06-16,39.14,26.44,31.58,79.52,11.48,0.16,22.76,6.46,47.1,21.44,4689.9,0.21,1,6,24,High
2023-06-17,36.62,29.8,31.48,61.89,5.18,0.03,22.76,6.96,42.81,11.53,520.63,0.17,1,7,27,High
2023-06-18,38.09,28.33,31.38,73.67,11.18,0.07,20.07,4.43,45.45,8.99,3242.75,0.43,1,8,25,High
2023-06-19,37.25,26.39,31.28,62.6,13.22,0.03,22.23,5.99,43.51,14.89,1540.93,0.43,1,9,27,High
2023-06-20,34.49,28.13,31.18,78.65,7.44,0.35,31.8,5.04,42.35,9.2,5672.67,0.56,0,0,22,High
2023-06-21,34.79,27.43,31.08,71.51,12.9,0.82,9.7,10.69,41.94,11.67,4092.7,0.43,0,0,22,High
2023-06-22,38.04,25.86,30.98,72.98,12.11,0.75,39.22,9.24,45.34,9.76,2763.18,0.2,1,1,25,High
2023-06-23,35.21,26.24,30.87,62.17,15.56,12.98,28.87,9.57,41.42,11.14,4008.74,0.46,1,2,23,High
2023-06-24,34.97,26.37,30.77,77.07,8.75,1.1,24.66,9.18,42.67,9.49,2072.22,0.73,0,0,24,High
2023-06-25,33.76,27.18,30.67,90.85,6.71,0.41,32.25,8.33,42.84,21.35,7438.15,0.21,0,0,23,High
2023-06-26,36.41,26.01,30.57,59.92,8.92,2.37,13.39,10.92,42.41,11.9,904.79,0.58,1,1,23,High
2023-06-27,39.59,26.65,30.46,66.6,14.31,5.85,19.68,6.78,46.25,14.21,6990.63,0.52,1,2,24,High
2023-06-28,33.23,25.67,30.36,72.32,4.51,3.4,24.03,8.21,40.46,20.58,4335.19,0.62,0,0,19,High
2023-06-29,35.31,27.0,30.26,77.86,3.79,1.05,35.92,9.49,43.09,17.48,5142.1,0.21,1,1,25,High
2023-06-30,37.98,26.43,30.15,64.4,10.27,2.47,24.63,5.36,44.42,16.65,2769.54,0.76,1,2,26,High
2023-07-01,34.89,27.54,30.05,41.67,8.67,3.76,28.6,14.0,39.06,17.88,7750.23,0.53,0,0,22,High
2023-07-02,35.85,26.0,29.95,83.59,10.02,3.91,20.28,8.06,44.21,19.6,2613.88,0.69,1,1,28,High
2023-07-03,32.72,27.06,29.85,77.61,12.84,3.29,28.89,8.28,40.48,20.29,4916.58,0.27,0,0,21,High
2023-07-04,35.6,27.41,29.74,52.57,8.34,6.14,38.42,10.51,40.86,17.0,7950.63,0.62,1,1,22,High
2023-07-05,34.26,25.25,29.64,63.92,4.38,6.12,32.96,9.83,40.66,20.46,7108.21,0.65,0,0,21,High
2023-07-06,36.51,25.22,29.54,85.68,16.13,2.59,24.35,8.08,45.08,15.5,4522.47,0.38,1,1,23,High
2023-07-07,36.81,24.26,29.43,84.48,7.01,1.69,30.4,8.26,45.26,11.88,7927.81,0.37,1,2,25,High
2023-07-08,39.51,25.98,29.33,79.39,6.82,3.08,29.62,4.99,47.45,20.32,5760.27,0.56,1,3,27,High
2023-07-09,35.39,24.62,29.23,68.24,13.31,5.11,29.05,6.89,42.21,15.58,2065.25,0.17,1,4,26,High
2023-07-10,34.78,24.3,29.13,70.83,8.85,0.02,33.9,9.03,41.86,20.69,3541.97,0.61,0,0,19,High
2023-07-11,34.41,24.36,29.02,68.69,9.81,14.48,33.84,8.89,41.28,8.56,3008.7,0.13,0,0,19,High
2023-07-12,33.22,26.16,28.92,81.28,11.45,0.61,23.98,10.44,41.34,13.57,3080.1,0.23,0,0,19,High
2023-07-13,34.5,24.6,28.82,61.24,13.25,1.91,30.14,7.76,40.62,21.27,6203.42,0.56,0,0,24,High
2023-07-14,33.13,24.17,28.72,61.94,9.0,6.17,21.94,5.23,39.32,11.5,4881.97,0.17,0,0,16,Moderate
2023-07-15,33.96,24.61,28.62,80.1,14.56,0.76,17.62,10.11,41.97,21.18,785.7,0.78,0,0,22,High
2023-07-16,36.15,27.65,28.52,69.56,3.59,1.94,22.84,10.87,43.11,21.35,7080.86,0.71,1,1,24,High
2023-07-17,31.4,24.18,28.42,83.78,12.28,0.43,24.39,9.8,39.78,20.35,2725.97,0.54,0,0,23,High
2023-07-18,35.6,21.0,28.32,63.28,7.48,1.51,11.71,7.67,41.93,15.89,7978.06,0.67,1,1,22,High
2023-07-19,35.85,24.76,28.22,69.45,14.12,0.58,31.88,10.09,42.8,17.06,7656.43,0.72,1,2,25,High
2023-07-20,32.89,25.21,28.12,60.78,10.43,1.36,5.0,14.0,38.96,20.17,7553.98,0.28,0,0,17,Moderate
2023-07-21,28.78,23.46,28.02,70.07,7.98,1.4,46.72,8.23,35.79,18.86,6583.46,0.69,0,0,18,Moderate
2023-07-22,31.71,23.46,27.93,55.21,11.99,14.96,37.02,5.38,37.23,16.82,2154.6,0.24,0,0,21,High
2023-07-23,35.42,22.04,27.83,65.12,12.68,15.78,22.91,6.83,41.94,21.75,4494.75,0.39,1,1,25,High
2023-07-24,32.69,25.62,27.73,55.64,11.93,0.37,25.08,9.25,38.25,17.6,2182.27,0.49,0,0,16,Moderate
2023-07-25,30.64,22.54,27.64,76.94,6.91,3.88,27.42,4.79,38.33,21.66,2447.57,0.6,0,0,19,High
2023-07-26,31.53,22.66,27.54,77.17,8.55,0.16,20.29,8.34,39.25,8.8,5082.14,0.12,0,0,19,High
2023-07-27,34.13,23.66,27.45,52.7,9.99,0.09,26.54,8.76,39.4,9.95,806.25,0.3,0,0,19,High
2023-07-28,33.45,22.85,27.36,83.34,9.88,0.33,23.85,11.07,41.78,14.32,7770.94,0.53,0,0,19,High
2023-07-29,31.79,21.72,27.26,94.97,12.25,10.1,24.25,10.62,41.28,13.39,7390.05,0.35,0,0,20,High
2023-07-30,31.44,21.86,27.17,70.46,3.96,8.48,26.45,9.73,38.49,18.96,3355.76,0.64,0,0,17,Moderate
2023-07-31,31.3,24.8,27.08,63.59,11.0,0.65,14.49,3.67,37.66,10.25,4365.67,0.56,0,0,20,High
2023-08-01,30.15,21.76,26.99,98.24,9.13,0.53,25.32,9.84,39.97,21.67,3995.9,0.26,0,0,20,High
2023-08-02,35.13,23.0,26.9,56.81,7.48,0.83,26.31,9.41,40.82,12.41,7116.5,0.2,1,1,23,High
2023-08-03,31.17,22.71,26.82,70.2,7.77,2.17,26.03,8.51,38.19,14.0,5664.51,0.54,0,0,19,High
2023-08-04,34.16,22.62,26.73,71.8,9.36,2.53,23.27,4.54,41.34,11.85,2585.83,0.42,0,0,23,High
2023-08-05,34.69,22.87,26.64,83.45,0.0,0.75,34.1,6.45,43.03,16.11,3851.31,0.22,0,0,22,High
2023-08-06,33.55,20.77,26.56,73.6,7.9,4.24,22.17,5.67,40.91,8.82,3717.24,0.33,0,0,20,High
2023-08-07,30.61,22.6,26.47,65.01,7.37,1.11,26.82,3.97,37.11,10.1,7695.01,0.31,0,0,15,Moderate
2023-08-08,32.2,24.07,26.39,60.49,11.6,7.66,35.38,7.99,38.25,18.44,1814.83,0.18,0,0,17,Moderate
2023-08-09,31.26,22.9,26.31,66.58,7.58,3.21,24.36,6.4,37.92,10.61,1171.82,0.48,0,0,20,High
2023-08-10,29.42,21.96,26.23,59.93,9.35,1.72,26.72,13.25,35.41,11.3,7104.64,0.63,0,0,14,Moderate
2023-08-11,31.8,20.3,26.15,70.48,14.63,4.68,24.23,7.66,38.84,19.1,7225.14,0.5,0,0,20,High
2023-08-12,28.71,21.16,26.07,64.36,12.98,5.11,34.9,10.59,35.15,9.31,7038.04,0.68,0,0,20,High
2023-08-13,33.37,23.27,25.99,55.06,12.71,1.03,22.94,4.86,38.87,14.12,4332.33,0.19,0,0,20,High
2023-08-14,29.99,18.19,25.92,82.55,8.5,1.25,35.27,6.94,38.24,8.32,5448.08,0.4,0,0,19,High
2023-08-15,31.24,21.44,25.84,65.02,11.63,8.24,24.17,8.19,37.74,12.86,4725.22,0.53,0,0,15,Moderate
2023-08-16,31.33,19.85,25.77,57.32,9.3,0.54,18.12,6.18,37.06,17.79,1020.86,0.57,0,0,19,High
2023-08-17,30.18,21.92,25.69,68.32,9.41,0.13,30.43,7.16,37.01,9.26,4968.76,0.59,0,0,21,High
2023-08-18,31.8,20.82,25.62,70.68,11.23,1.82,22.56,7.56,38.86,20.44,602.11,0.61,0,0,19,High
2023-08-19,29.6,20.29,25.55,52.54,8.21,4.85,29.96,7.53,34.86,20.73,2937.41,0.56,0,0,17,Moderate
2023-08-20,32.23,19.66,25.48,73.32,14.48,4.43,5.0,11.71,39.56,9.47,7492.19,0.17,0,0,16,Moderate
2023-08-21,27.72,19.83,25.42,59.53,9.52,7.56,25.04,8.76,33.68,21.87,2780.34,0.59,0,0,19,High
2023-08-22,30.6,20.04,25.35,87.11,11.86,2.29,21.32,8.96,39.31,12.17,7548.7,0.61,0,0,22,High
2023-08-23,34.16,21.76,25.29,75.24,14.37,0.32,16.49,9.08,41.69,9.18,2376.0,0.8,0,0,17,Moderate
2023-08-24,28.22,22.08,25.22,66.0,13.09,2.67,20.57,9.23,34.82,8.07,2859.22,0.59,0,0,13,Moderate
2023-08-25,28.81,20.66,25.16,62.55,5.77,4.52,20.41,7.83,35.06,13.72,5213.06,0.58,0,0,22,High
2023-08-26,31.13,19.7,25.1,68.95,11.33,0.29,24.62,7.36,38.02,16.82,6212.2,0.46,0,0,19,High
2023-08-27,30.4,21.38,25.04,76.13,12.55,0.57,14.06,8.33,38.01,12.65,4260.41,0.71,0,0,18,Moderate
2023-08-28,30.69,19.39,24.98,69.75,12.68,0.04,27.53,10.31,37.66,19.71,7115.87,0.8,0,0,19,High
2023-08-29,30.91,18.75,24.93,67.83,6.66,2.7,35.93,10.25,37.69,18.03,801.8,0.65,0,0,22,High
2023-08-30,31.14,22.25,24.87,70.58,8.03,6.53,27.25,7.52,38.2,12.9,7416.46,0.53,0,0,21,High
2023-08-31,32.04,22.08,24.82,63.96,12.98,3.33,31.47,9.54,38.44,18.28,1972.31,0.16,0,0,21,High
2023-09-01,30.59,20.98,24.77,66.57,7.71,12.06,33.76,7.61,37.25,21.17,7131.79,0.61,0,0,24,High
2023-09-02,29.24,20.26,24.72,49.14,9.1,0.2,34.89,8.07,34.15,9.3,3506.47,0.6,0,0,17,Moderate
2023-09-03,31.02,21.46,24.67,79.74,14.73,7.0,39.96,7.05,38.99,12.29,6745.68,0.64,0,0,21,High
2023-09-04,33.42,18.6,24.62,72.99,9.86,5.05,21.01,7.64,40.72,14.49,5537.49,0.19,0,0,21,High
2023-09-05,29.31,19.94,24.58,62.27,7.82,1.13,19.25,10.68,35.54,14.97,1819.56,0.56,0,0,18,Moderate
2023-09-06,27.59,20.48,24.54,88.99,7.37,10.89,31.27,8.18,36.49,15.59,7385.36,0.31,0,0,21,High
2023-09-07,31.71,22.65,24.49,70.87,11.0,1.02,30.67,8.27,38.8,12.21,2341.38,0.63,0,0,17,Moderate
2023-09-08,29.21,22.43,24.45,59.64,6.0,6.6,31.21,5.11,35.18,17.34,2331.05,0.27,0,0,19,High
2023-09-09,25.07,19.99,24.42,78.57,9.26,6.38,40.11,7.38,32.93,17.03,6606.34,0.58,0,0,19,High
2023-09-10,31.07,23.58,24.38,73.98,11.0,4.25,25.09,7.52,38.47,16.09,1294.05,0.31,0,0,19,High
2023-09-11,28.27,18.82,24.34,73.95,13.9,2.49,28.41,6.34,35.67,9.59,2165.27,0.11,0,0,18,Moderate
2023-09-12,29.13,20.55,24.31,65.74,12.0,0.38,17.16,8.04,35.7,14.68,4277.58,0.54,0,0,15,Moderate
2023-09-13,29.94,15.41,24.28,74.5,7.86,2.28,42.08,7.14,37.39,12.99,6728.58,0.18,0,0,19,High
2023-09-14,29.63,16.79,24.25,67.38,13.54,1.32,22.31,8.16,36.37,14.87,1606.13,0.56,0,0,13,Moderate
2023-09-15,30.64,20.49,24.22,75.56,9.1,4.71,22.53,8.24,38.19,20.91,4607.51,0.75,0,0,24,High
2023-09-16,28.32,20.35,24.19,50.95,6.29,4.26,22.23,6.09,33.42,14.73,5834.3,0.78,0,0,17,Moderate
2023-09-17,30.19,18.67,24.17,65.66,9.48,7.24,19.84,7.2,36.76,8.2,6954.46,0.27,0,0,17,Moderate
2023-09-18,28.62,17.59,24.14,87.22,14.31,0.04,19.16,8.15,37.35,14.14,7516.74,0.67,0,0,17,Moderate
2023-09-19,30.6,22.58,24.12,62.33,10.5,4.97,20.81,10.37,36.83,19.49,6384.8,0.35,0,0,13,Moderate
2023-09-20,30.33,22.78,24.1,63.96,10.04,8.36,14.07,8.51,36.73,18.92,5396.21,0.73,0,0,16,Moderate
2023-09-21,27.21,21.02,24.08,65.52,14.91,4.67,18.72,6.68,33.77,15.19,3752.15,0.65,0,0,18,Moderate
2023-09-22,31.24,19.19,24.07,57.85,5.71,0.42,40.59,8.8,37.03,11.5,1340.83,0.15,0,0,22,High
2023-09-23,27.98,19.31,24.05,47.92,6.14,0.25,30.89,11.42,32.77,14.51,5823.03,0.38,0,0,18,Moderate
2023-09-24,30.66,18.44,24.04,67.69,5.15,0.06,32.41,9.83,37.43,15.89,7945.53,0.34,0,0,20,High
2023-09-25,29.76,21.83,24.03,71.36,11.12,2.97,34.42,9.1,36.9,22.0,6025.7,0.65,0,0,24,High
2023-09-26,32.7,23.49,24.02,69.47,10.5,2.98,39.67,9.45,39.64,17.02,625.33,0.39,0,0,21,High
